admin1Name,admin1Pcode,admin2Name,admin2Pcode,Pop2016
Osun,NG030,Ejigbo,NG030010,178094
Osun,NG030,Ife Central,NG030011,224568
Osun,NG030,Ife East,NG030012,252540
Osun,NG030,Ife North,NG030013,206361
Osun,NG030,Ife South,NG030014,181715
Osun,NG030,Ifedayo,NG030015,49757
Osun,NG030,Ifelodun,NG030016,129901
Osun,NG030,Ila,NG030017,83312
Osun,NG030,Ilesha East,NG030018,143110
Osun,NG030,Ilesha West,NG030019,139041
Osun,NG030,Irepodun,NG030020,160446
Osun,NG030,Irewole,NG030021,192807
Osun,NG030,Isokan,NG030022,138533
Osun,NG030,Iwo,NG030023,256957
Osun,NG030,Obokun,NG030024,156436
Osun,NG030,Odo-Otin,NG030025,180066
Osun,NG030,Ola-oluwa,NG030026,102839
Osun,NG030,Olorunda,NG030027,176912
Osun,NG030,Oriade,NG030028,199544
Osun,NG030,Orolu,NG030029,138399
Osun,NG030,Osogbo,NG030030,210389
Oyo,NG031,Afijio,NG031001,183233
Oyo,NG031,Akinyele,NG031002,288641
Oyo,NG031,Atiba,NG031003,231753
Oyo,NG031,Atigbo,NG031004,151302
Oyo,NG031,Egbeda,NG031005,384529
Oyo,NG031,Ibadan North,NG031006,418973
Oyo,NG031,Ibadan North East,NG031007,451207
Oyo,NG031,Ibadan North West,NG031008,208717
Oyo,NG031,Ibadan South East,NG031009,363324
Oyo,NG031,Ibadan South West,NG031010,385911
Oyo,NG031,Ibarapa Central,NG031011,140633
Oyo,NG031,Ibarapa East,NG031012,161455
Oyo,NG031,Ibarapa North,NG031013,138056
Oyo,NG031,Ido,NG031014,141018
Oyo,NG031,Irepo,NG031015,167364
Oyo,NG031,Iseyin,NG031016,350869
Oyo,NG031,Itesiwaju,NG031017,175693
Oyo,NG031,Iwajowa,NG031018,140634
Oyo,NG031,Kajola,NG031019,274490
Oyo,NG031,Lagelu,NG031020,202057
Oyo,NG031,Ogbomosho North,NG031021,271381
Oyo,NG031,Ogbomosho South,NG031022,137677
Oyo,NG031,Ogo Oluwa,NG031023,89018
Oyo,NG031,Olorunsogo,NG031024,111654
Oyo,NG031,Oluyole,NG031025,276850
Oyo,NG031,Ona-Ara,NG031026,361976
Oyo,NG031,Orelope,NG031027,142629
Oyo,NG031,Ori Ire,NG031028,205704
Oyo,NG031,Oyo East,NG031029,169130
Oyo,NG031,Oyo West,NG031030,186050
Oyo,NG031,Saki East,NG031031,150525
Oyo,NG031,Saki West,NG031032,379652
Oyo,NG031,Surulere,NG031033,194017
Plateau,NG032,Barikin Ladi,NG032001,225405
Plateau,NG032,Bassa,NG032002,240313
Plateau,NG032,Bokkos,NG032003,229504
Plateau,NG032,Jos East,NG032004,110090
Plateau,NG032,Jos North,NG032005,552109
Plateau,NG032,Jos South,NG032006,394458
Plateau,NG032,Kanam,NG032007,213356
Plateau,NG032,Kanke,NG032008,156160
Plateau,NG032,Langtang North,NG032009,180876
Plateau,NG032,Langtang South,NG032010,136715
Plateau,NG032,Mangu,NG032011,379301
Plateau,NG032,Mikang,NG032012,125277
Plateau,NG032,Pankshin,NG032013,246520
Plateau,NG032,Qua'an Pan,NG032014,253264
Plateau,NG032,Riyom,NG032015,169191
Plateau,NG032,Shendam,NG032016,267524
Plateau,NG032,Wase,NG032017,207975
Rivers,NG033,Abua/Odual,NG033001,386461
Rivers,NG033,Ahoada East,NG033002,227717
Rivers,NG033,Ahoada West,NG033003,340626
Rivers,NG033,Akuku Toru,NG033004,213049
Rivers,NG033,Andoni,NG033005,288163
Rivers,NG033,Asari-Toru,NG033006,300578
Rivers,NG033,Bonny,NG033007,294102
Rivers,NG033,Degema,NG033008,341101
Rivers,NG033,Eleme,NG033009,260680
Rivers,NG033,Emohua,NG033010,275725
Rivers,NG033,Etche,NG033011,340665
Rivers,NG033,Gokana,NG033012,312498
Rivers,NG033,Ikwerre,NG033013,259098
Rivers,NG033,Khana,NG033014,401796
Rivers,NG033,Obia/Akpor,NG033015,634736
Rivers,NG033,Ogba/Egbema/Ndoni,NG033016,387857
Rivers,NG033,Ogu/Bolo,NG033017,101990
Rivers,NG033,Okrika,NG033018,303209
Rivers,NG033,Omumma,NG033019,137064
Rivers,NG033,Opobo/Nkoro,NG033020,206910
Rivers,NG033,Oyigbo,NG033021,167547
Rivers,NG033,Port-Harcourt,NG033022,738971
Rivers,NG033,Tai,NG033023,160869
Sokoto,NG034,Binji,NG034001,138624
Sokoto,NG034,Bodinga,NG034002,231517
Sokoto,NG034,Dange-Shuni,NG034003,256780
Sokoto,NG034,Gada,NG034004,327686
Sokoto,NG034,Goronyo,NG034006,240611
Sokoto,NG034,Gudu,NG034007,126108
Sokoto,NG034,Gwadabawa,NG034005,305368
Sokoto,NG034,Illela,NG034008,198629
Sokoto,NG034,Isa,NG034009,192840
Sokoto,NG034,Kebbe,NG034010,164535
Sokoto,NG034,Kware,NG034011,176732
Sokoto,NG034,Rabah,NG034012,196882
Sokoto,NG034,Sabon Birni,NG034013,274008
Sokoto,NG034,Shagari,NG034014,206448
Sokoto,NG034,Silame,NG034015,137768
Sokoto,NG034,Sokoto North,NG034016,307332
Sokoto,NG034,Sokoto South,NG034017,257265
Sokoto,NG034,Tambuwal,NG034018,296885
Sokoto,NG034,Tangaza,NG034019,150274
Sokoto,NG034,Tureta,NG034020,90241
Sokoto,NG034,Wamako,NG034021,237078
Sokoto,NG034,Wurno,NG034022,214228
Sokoto,NG034,Yabo,NG034023,151802
Taraba,NG035,Ardo-Kola,NG035001,113742
Taraba,NG035,Bali,NG035002,273406
Taraba,NG035,Donga,NG035003,175494
Taraba,NG035,Gashaka,NG035004,114868
Taraba,NG035,Gassol,NG035005,320271
Taraba,NG035,Ibi,NG035006,109991
Taraba,NG035,Jalingo,NG035007,182997
Taraba,NG035,Karim-Lamido,NG035008,256276
Taraba,NG035,Kurmi,NG035009,119775
Taraba,NG035,Lau,NG035010,126395
Taraba,NG035,Sardauna,NG035011,293692
Taraba,NG035,Takum,NG035012,177114
Taraba,NG035,Ussa,NG035013,120411
Taraba,NG035,Wukari,NG035014,316080
Taraba,NG035,Yorro,NG035015,116999
Taraba,NG035,Zing,NG035016,166663
Yobe,NG036,Bade,NG036001,192508
Yobe,NG036,Bursari,NG036002,150286
Yobe,NG036,Damaturu,NG036003,121213
Yobe,NG036,Fika,NG036004,188532
Yobe,NG036,Fune,NG036005,414207
Yobe,NG036,Geidam,NG036006,216627
Yobe,NG036,Gujba,NG036007,179157
Yobe,NG036,Gulani,NG036008,142554
Yobe,NG036,Jakusko,NG036009,315493
Yobe,NG036,Karasuwa,NG036010,147349
Yobe,NG036,Machina,NG036011,84844
Yobe,NG036,Nangere,NG036012,120950
Yobe,NG036,Nguru,NG036013,207450
Yobe,NG036,Potiskum,NG036014,283532
Yobe,NG036,Tarmua,NG036015,106325
Yobe,NG036,Yunusari,NG036016,173281
Yobe,NG036,Yusufari,NG036017,152988
Zamfara,NG037,Anka,NG037001,191036
Zamfara,NG037,Bakura,NG037002,250953
Zamfara,NG037,Birnin Magaji,NG037003,239827
Zamfara,NG037,Bukkuyum,NG037004,284154
Zamfara,NG037,Bungudu,NG037005,346298
Zamfara,NG037,Gummi,NG037006,274629
Zamfara,NG037,Gusau,NG037007,514462
Zamfara,NG037,Kaura Namoda,NG037008,377784
Zamfara,NG037,Maradun,NG037009,283106
Zamfara,NG037,Maru,NG037010,391927
Zamfara,NG037,Shinkafi,NG037011,182132
Zamfara,NG037,Talata Mafara,NG037012,288914
Zamfara,NG037,Tsafe,NG037013,357162
Zamfara,NG037,Zurmi,NG037014,394527
